0	1
0.001	1.00100025
0.002	1.002001
0.003	1.00300225
0.004	1.004004
0.005	1.00500625
0.006	1.006009
0.007	1.00701225
0.008	1.008016
0.009	1.009020249
0.01	1.010024999
0.011	1.011030249
0.012	1.012035999
0.013	1.013042249
0.014	1.014048999
0.015	1.015056249
0.016	1.016063999
0.017	1.017072249
0.018	1.018080999
0.019	1.019090249
0.02	1.020099999
0.021	1.021110249
0.022	1.022120999
0.023	1.023132249
0.024	1.024143999
0.025	1.025156248
0.026	1.026168998
0.027	1.027182248
0.028	1.028195998
0.029	1.029210248
0.03	1.030224998
0.031	1.031240248
0.032	1.032255998
0.033	1.033272248
0.034	1.034288998
0.035	1.035306248
0.036	1.036323998
0.037	1.037342248
0.038	1.038360998
0.039	1.039380248
0.04	1.040399998
0.041	1.041420247
0.042	1.042440997
0.043	1.043462247
0.044	1.044483997
0.045	1.045506247
0.046	1.046528997
0.047	1.047552247
0.048	1.048575997
0.049	1.049600247
0.05	1.050624997
0.051	1.051650247
0.052	1.052675997
0.053	1.053702247
0.054	1.054728997
0.055	1.055756247
0.056	1.056783997
0.057	1.057812246
0.058	1.058840996
0.059	1.059870246
0.06	1.060899996
0.061	1.061930246
0.062	1.062960996
0.063	1.063992246
0.064	1.065023996
0.065	1.066056246
0.066	1.067088996
0.067	1.068122246
0.068	1.069155996
0.069	1.070190246
0.07	1.071224996
0.071	1.072260246
0.072	1.073295996
0.073	1.074332245
0.074	1.075368995
0.075	1.076406245
0.076	1.077443995
0.077	1.078482245
0.078	1.079520995
0.079	1.080560245
0.08	1.081599995
0.081	1.082640245
0.082	1.083680995
0.083	1.084722245
0.084	1.085763995
0.085	1.086806245
0.086	1.087848995
0.087	1.088892245
0.088	1.089935995
0.089	1.090980244
0.09	1.092024994
0.091	1.093070244
0.092	1.094115994
0.093	1.095162244
0.094	1.096208994
0.095	1.097256244
0.096	1.098303994
0.097	1.099352244
0.098	1.100400994
0.099	1.101450244
0.1	1.102499994
0.101	1.103550244
0.102	1.104600994
0.103	1.105652244
0.104	1.106703994
0.105	1.107756243
0.106	1.108808993
0.107	1.109862243
0.108	1.110915993
0.109	1.111970243
0.11	1.113024993
0.111	1.114080243
0.112	1.115135993
0.113	1.116192243
0.114	1.117248993
0.115	1.118306243
0.116	1.119363993
0.117	1.120422243
0.118	1.121480993
0.119	1.122540243
0.12	1.123599993
0.121	1.124660242
0.122	1.125720992
0.123	1.126782242
0.124	1.127843992
0.125	1.128906242
0.126	1.129968992
0.127	1.131032242
0.128	1.132095992
0.129	1.133160242
0.13	1.134224992
0.131	1.135290242
0.132	1.136355992
0.133	1.137422242
0.134	1.138488992
0.135	1.139556242
0.136	1.140623992
0.137	1.141692241
0.138	1.142760991
0.139	1.143830241
0.14	1.144899991
0.141	1.145970241
0.142	1.147040991
0.143	1.148112241
0.144	1.149183991
0.145	1.150256241
0.146	1.151328991
0.147	1.152402241
0.148	1.153475991
0.149	1.154550241
0.15	1.155624991
0.151	1.156700241
0.152	1.157775991
0.153	1.15885224
