1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
1	-2	0.4	1
0.999999	-2	0.4	1
0.999998	-2	0.399999	0.999999
0.999996	-2	0.399998	0.999999
0.999992	-1.99999	0.399996	0.999997
0.999984	-1.99999	0.399991	0.999994
0.999968	-1.99998	0.399982	0.999987
0.99994	-1.99996	0.399967	0.999976
0.999891	-1.99992	0.399939	0.999957
0.99981	-1.99986	0.399893	0.999924
0.999679	-1.99976	0.39982	0.999872
0.999477	-1.99961	0.399707	0.999791
0.999177	-1.99938	0.399539	0.999671
0.998747	-1.99906	0.399299	0.999499
0.998151	-1.99862	0.398965	0.99926
0.997352	-1.99802	0.398518	0.99894
0.996311	-1.99724	0.397936	0.998523
0.994994	-1.99625	0.3972	0.997996
0.993373	-1.99503	0.396294	0.997345
0.991426	-1.99356	0.395208	0.996564
0.989139	-1.99184	0.393933	0.995645
0.986508	-1.98985	0.392467	0.994587
0.983536	-1.9876	0.390814	0.993389
0.980233	-1.9851	0.388979	0.992056
0.976616	-1.98234	0.386972	0.990593
0.972704	-1.97936	0.384805	0.989008
0.968521	-1.97616	0.382492	0.987309
0.96409	-1.97275	0.380046	0.985505
0.959436	-1.96916	0.377483	0.983605
0.954583	-1.9654	0.374815	0.981619
0.949554	-1.9615	0.372056	0.979554
0.944371	-1.95745	0.369219	0.97742
0.939053	-1.95328	0.366314	0.975223
0.933619	-1.949	0.363354	0.972971
0.928085	-1.94462	0.360346	0.97067
0.922466	-1.94015	0.357299	0.968325
0.916775	-1.9356	0.35422	0.965942
0.911024	-1.93099	0.351118	0.963525
0.905223	-1.92631	0.347996	0.961078
0.899381	-1.92157	0.34486	0.958605
0.893507	-1.91678	0.341716	0.956108
0.887608	-1.91194	0.338566	0.953592
0.881689	-1.90707	0.335415	0.951057
0.875758	-1.90215	0.332265	0.948507
0.869817	-1.89721	0.329119	0.945944
0.863873	-1.89223	0.32598	0.943368
0.857929	-1.88723	0.32285	0.940782
0.851987	-1.8822	0.319729	0.938187
0.846052	-1.87714	0.316621	0.935584
0.840125	-1.87207	0.313526	0.932975
0.83421	-1.86698	0.310446	0.93036
0.828308	-1.86187	0.307382	0.927739
0.822421	-1.85675	0.304334	0.925115
0.816551	-1.85161	0.301303	0.922487
0.810698	-1.84646	0.298291	0.919857
0.804866	-1.84129	0.295297	0.917224
0.799054	-1.83611	0.292323	0.91459
0.793263	-1.83093	0.289368	0.911954
0.787496	-1.82573	0.286434	0.909318
0.781751	-1.82053	0.28352	0.906681
0.776031	-1.81531	0.280627	0.904044
0.770336	-1.81009	0.277755	0.901408
0.764666	-1.80486	0.274904	0.898771
0.759021	-1.79963	0.272075	0.896136
0.753403	-1.79439	0.269267	0.893502
0.747812	-1.78914	0.266481	0.890868
0.742248	-1.78388	0.263717	0.888237
0.736711	-1.77863	0.260975	0.885607
0.731202	-1.77336	0.258254	0.882978
0.725721	-1.76809	0.255556	0.880352
0.720268	-1.76282	0.25288	0.877728
0.714843	-1.75754	0.250225	0.875106
0.709447	-1.75226	0.247593	0.872486
0.704079	-1.74698	0.244982	0.869868
0.69874	-1.74169	0.242394	0.867254
0.69343	-1.7364	0.239827	0.864642
0.688148	-1.7311	0.237282	0.862032
0.682896	-1.72581	0.234759	0.859426
0.677672	-1.72051	0.232258	0.856822
